game_id,headline,description
401700265,"Kendal Coleman scores 21, California Baptist holds off Kennesaw State 88-84",Kendal Coleman scored 21 points to lead California Baptist to an 88-84 victory over Kennesaw State on Saturday night.
401725791,"Miller scores 18 off the bench, Southern Utah knocks off Florida International 80-75",Hercy Miller scored 18 points off the bench to lead Southern Utah over Florida International 80-75 on Saturday night.
401725806,Zawdie Jackson scores 24 to lead New Mexico State over Utah Tech 75-63,Zawdie Jackson scored 24 points to guide New Mexico State to a 75-63 victory over Utah Tech on Saturday night.
401722414,Tait-Jones puts up 25 in UCSD's 94-76 victory against Pepperdine,Aniwaniwa Tait-Jones' 25 points helped UC San Diego defeat Pepperdine 94-76 on Saturday.
401715430,"Kobe Sanders scores 20, Nevada uses late 10-0 run to beat Washington 63-53","Kobe Sanders scored 20 points, Nick Davidson added 14 and nine rebounds and Nevada pulled away late Saturday night to beat Washington 63-53."
401722215,San Francisco defeats Boise State 84-73,Malik Thomas had 22 points in San Francisco's 84-73 win against Boise State on Saturday.
401716154,No headline found,No description found
401722304,Huff scores 21 off the bench and No. 6 Gonzaga holds off Arizona State 88-80,Braden Huff scored 21 points off the bench and Ryan Nembhard tallied 13 points and 11 assists as No. 6 Gonzaga hung on for an 88-80 victory over Arizona State on Sunday.
401715449,"Kalkbrenner misses only 1 shot, scores 24 in No. 15 Creighton's 96-70 win over Fairleigh Dickinson","Ryan Kalkbrenner scored 24 points, Steven Ashworth added 15 points on five 3-pointers and No. 15 Creighton rolled past Fairleigh Dickinson 96-70 Sunday evening."
401707858,"Mgbako, Ballo and Reneau lead No. 17 Indiana in 90-55 rout of Eastern Illinois","Mackenzie Mgbako scored 18 points, Oumar Ballo and Malik Reneau each had 17 and No. 17 Indiana defeated Eastern Illinois 90-55 on Sunday."
401715441,Tonje and Crowl each score 17 and slow-starting Wisconsin blows past Appalachian State 87-56,"John Tonje and Steven Crowl scored 17 points each, Wisconsin took command with a huge first-half run, and the Badgers defeated Appalachian State 87-56 on Sunday to complete a busy first week of the season."
401727332,Vanderbilt holds the line against hot-shooting Southeast Missouri State in 85-76 win,Jason Edwards scored 17 points and Vanderbilt converted 32 of 41 free throws to hold off a 3-point barrage from Southeast Missouri State and earn an 85-76 victory Sunday afternoon.
401727285,Mak Manciel scores 30 as Detroit Mercy rallies past Niagara 84-78 in OT,Mak Manciel scored 30 points as Detroit Mercy beat Niagara 84-78 in overtime on Sunday.
401711744,"Josh Harris, Jasai Miles propel North Florida to 105-93 victory over Georgia Tech","Josh Harris scored 22 points to lead six players in double figures, Jasai Miles posted a double-double, and North Florida cruised to a 105-93 victory over Georgia Tech on Sunday."
401700463,"Spillers, Sallis help Wake Forest hold off Michigan in 1st Deacon-Wolverine Challenge, 72-70",Tre'von Spillers dunked off the fast break and Hunter Sallis converted three of four free throws in the final nine seconds to allow Wake Forest to hold off Michigan 72-70 at First Horizon Coliseum on Sunday afternoon.
401727838,No headline found,No description found
401727833,Mitch Mascari scores 26 points and Drake secures 66-51 victory over Stephen F. Austin,Mitch Mascari scored 26 points as Drake beat Stephen F. Austin 66-51 on Sunday.
401721934,"Talbert, Pinedo lead Saint Francis (PA) over Campbell 65-64",Valentino Pinedo hit the second of two free throws with a second left to lift St. Francis (PA) to a 65-64 win over Campbell on Sunday.
401721675,Colin Smalls scores 16 to help American University knock off Harvard 67-55,Colin Smalls' 16 points helped American University defeat Harvard 67-55 on Sunday.
401721674,Jaden Clayton scores 18 to help Maine hold off Brown 69-67,Jaden Clayton scored 18 points and Kellen Tynes made two free throws with 21 seconds left to help Maine edge Brown 69-67 on Sunday.
401721673,"Dalen Davis, Malik Abdullahi lead Princeton past Northeastern 79-76",Dalen Davis scored 25 points and Malik Abdullahi secured the victory with a jumper with five seconds remaining as Princeton defeated Northeastern 79-76 on Sunday.
401718348,Edwards scores 17 as Loyola Chicago rolls past Eureka 105-53,Sheldon Edwards' 17 points off of the bench helped lead Loyola Chicago to a 105-53 victory over Eureka on Sunday.
401715916,Bent Leuchten scores 18 points as UC Irvine knocks off Northern Iowa 80-60,Bent Leuchten had 18 points in UC Irvine's 80-60 win against Northern Iowa on Sunday.
401715675,"Jalen Blackmon, Nijel Pack score 17 apiece to lead Miami to 88-64 victory over Binghamton",Jalen Blackmon and Nijel Pack scored 17 points apiece and Miami breezed to an 88-64 victory over Binghamton on Sunday.
401726023,No headline found,No description found
401719218,"Avery scores 23 points to help Oklahoma State hold off St. Thomas-Minnesota, 80-71",Marchelus Avery scored 11 of his 23 points over the final 10 minutes to help Oklahoma State hold off a barrage of 3-pointers from St. Thomas-Minnesota to take an 80-71 win on Sunday.
401715935,Lendeborg's 22 points help UAB take down SE Louisiana 82-72,Yaxel Lendeborg's 22 points helped UAB defeat SE Louisiana 82-72 on Sunday.
401714897,"Grad transfer Leffew scores 23, leads Georgia past Texas Southern, 92-64 in Peach State Classic",Mount St. Mary's graduate transfer Dakota Leffew came off the Georgia bench to hit 5 of 10 from beyond the arc and score 23 points as the Bulldogs rolled to a 92-64 win over Texas Southern in the Peach Tree Classic on Sunday.
401722427,Agbim scores 24 as Wyoming downs Tennessee State 81-66,Obi Agbim's 24 points helped Wyoming defeat Tennessee State 81-66 on Sunday night.
401719323,No headline found,No description found
401714918,"Carter and Sears each score 18 second-half points, LSU beats Alabama State 74-61",Cam Carter and Jordan Sears each scored 18 second-half points Sunday and LSU used a 34-11 second-half run to erase a double-double deficit and beat Alabama State 74-61.
401722343,No headline found,No description found
401721207,Raimey's 23 lead UT Rio Grande Valley over Champion Christian 110-60,K.T. Raimey scored 23 points as UT Rio Grande Valley beat Champion Christian 110-60 on Sunday night.
401727269,Cal Poly earns 99-66 victory over NAIA-member Menlo,Jarred Hyder scored 19 points as Cal Poly beat NAIA-member Menlo 99-66 on Sunday night.
401722339,Christensen scores 20 in Hawaii's 80-69 victory against San Jose State at Rainbow Classic,Tanner Christensen had 20 points in Hawaii's 80-69 victory over San Jose State on Sunday night at the Rainbow Classic.
401720876,No headline found,No description found
401720709,No headline found,No description found
401706955,"Curtis Jones scores 20 points, Milan Momcilovic adds 16 in No. 7 Iowa State's 82-56 rout over Roos",Curtis Jones came off the bench to score 20 points and Milan Momcilovic added 16 to lead No. 7 Iowa State in an 82-56 rout over Kansas City on Monday night.
401707978,Braden Smith scores 22 and flirts with double-double to lead No. 13 Purdue past Yale 92-84,"Braden Smith finished with 22 points, nine rebounds and six assists Monday night and Trey Kaufman-Renn added 17 points to lead No. 13 Purdue past Yale 92-84."
401715478,Mitchell scores 17 as No. 15 Marquette outlasts Central Michigan 70-62,Stevie Mitchell scored 17 points and No. 15 Marquette capitalized on an early 21-0 run to defeat a pesky Central Michigan team 70-62 on Monday night.
401714890,No. 20 Florida beats Grambling State 86-62 as coach Todd Golden deals with allegations,"Rueben Chinyelu tied his career-high with 14 points, Walter Clayton Jr. and Will Richard added 12 apiece, and No. 20 Florida beat Grambling State 86-62 on Monday in coach Todd Golden's first game since he acknowledged an ongoing school inquiry into..."
401715406,Bradshaw and Mobley each score 16 as newly ranked No. 21 Ohio State routs Youngstown State 81-47,Aaron Bradshaw and John Mobley Jr. each scored 16 points to lead five players in double figures as No. 21 Ohio State went on an early run and then crushed Youngstown State 81-47 on Monday night.
401715357,Phelps leads No. 23 Texas A&M to 97-71 win over Lamar,Zhuric Phelps scored 16 points and Wade Taylor IV and Andersson Garcia each had 15 as No. 23 Texas A&M defeated Lamar 97-71 on Monday night.
401715423,Harper scores 24 points as No. 24 Rutgers rallies to beat Saint Peter's 75-65,Dylan Harper scored 24 points and hit a go-ahead layup with 3:49 to play to lead No. 24 Rutgers to a much-harder-than expected 75-65 victory over New Jersey foe Saint Peter's on Monday night.
401730464,Marcus Dockery's 23 points lead Howard past Dillard 91-73,Marcus Dockery had 23 points as the Howard Bison defeated the Dillard Blue Devils 91-73 in a non-conference game at Burr Gymnasium on Monday.
401722150,Davis puts up 17 in LIU's 63-54 win against Air Force,Malachi Davis scored 17 points as LIU beat Air Force 63-54 on Monday night.
401722106,No headline found,No description found
401711755,"Davis scores 18, The Citadel defeats Stetson 74-52",Keynan Davis' 18 points helped The Citadel defeat Stetson 74-52 on Monday night.
401727843,Everett's 17 lead South Carolina State over NAIA-member Voorhees 94-48,Davion Everett scored 17 points as South Carolina State beat NAIA-member Voorhees 94-48 on Monday night.
401727053,No headline found,No description found
401726561,Dezayne Mingo' scores 19 points to lead Marshall to a 77-63 win over Southern Indiana,Dezayne Mingo scored 19 points as Marshall beat Southern Indiana 77-63 on Monday night.
401721083,No headline found,No description found
401721001,No headline found,No description found
401720448,No headline found,No description found
401716876,Maddox scores 20 in George Mason's 94-56 victory over Stony Brook,Darius Maddox scored 20 points as George Mason beat Stony Brook 94-56 on Monday night.
401715689,Ishmael Leggett leads with 21 points and Pitt defeats Gardner-Webb 83-64,Ishmael Leggett scored 21 points to lead five in double figures and Pitt eased past Gardner-Webb 83-64 on Monday night.
401715682,"Tae Davis, Markus Burton power Notre Dame to 86-77 win over Buffalo","Tae Davis scored a career-high 27 points, Markus Burton added 19 points in a near triple-double and Notre Dame defeated Buffalo 86-77 on Monday night."
401715309,No headline found,No description found
401712995,Butler secures 85-65 win against Western Michigan,Pierre Brooks scored 20 points as Butler beat Western Michigan 85-65 on Monday night.
401711731,North Alabama earns 87-69 win over UT Martin,Jacari Lane had 22 points in North Alabama's 87-69 victory over UT Martin on Monday night.
401711650,"Johnston scores 25, Furman downs Jacksonville 78-69",Charles Johnston had 25 points in Furman's 78-69 victory against Jacksonville on Monday night.
401707868,Maryland thumps Florida A&M 84-53 for third straight 30-plus point win,Julian Reese led a balanced attack and scored 21 points on 8-for-12 shooting and Maryland throttled Florida A&M 84-53 on Monday night.
401706902,Virginia Tech runs its win streak to 14 straight over Big South foes holding off Winthrop 58-52,Jaden Schutt scored 17 points on 5-for-10 shooting and Virginia Tech fought off a valiant effort by Winthrop for a 58-52 win over the Eagles on Monday night.
401700453,"McKneely gives Virginia a fast start, Cavaliers roll to a 62-45 victory over Coppin State",Isaac McKneely hit three straight 3-pointers in the closing minutes of the first half to push Virginia to a double-digit halftime lead and the Cavaliers cruised to a 62-45 win over Coppin State on Monday night.
401721279,Banks puts up 25 as Tulane knocks off Alcorn State 84-51,Kaleb Banks' 25 points helped Tulane defeat Alcorn State 84-51 on Monday night.
401732267,No headline found,No description found
401727355,No headline found,No description found
401727143,No headline found,No description found
401721951,Thomas' 18 lead Austin Peay over Chattanooga 67-61,LJ Thomas had 18 points in Austin Peay's 67-61 win over Chattanooga on Monday night.
401700444,"Boopie Miller scores 21, B.J. Edwards adds 17 and SMU defeats UNC-Greensboro 81-68","Boopie Miller scored 21 points with seven assists, B. J. Edwards had 17 points, and SMU defeated UNC-Greensboro 81-68 on Monday night."
401720878,No headline found,No description found
401720877,Montana State defeats Northwest Indian 93-35,Bryce Zephir scored 16 points as Montana State beat Northwest Indian 93-35 on Monday night.
401715458,"Benson scores 15 off the bench, DePaul beats Mercer 95-64",N.J. Benson scored 15 points off of the bench to lead DePaul over Mercer 95-64 on Monday night.
401722344,No headline found,No description found
401722325,CSU Bakersfield takes down North Dakota State 86-81,Jemel Jones scored 25 points as CSU Bakersfield beat North Dakota State 86-81 on Monday.
401720559,Calmese's 18 lead Washington State past Idaho 90-67,Nate Calmese scored 18 points as Washington State beat Idaho 90-67 on Monday night.
401710000,"Led by Dailey and Stefanovic, UCLA routs Boston U. 71-40 after falling out of the Top 25",Eric Dailey Jr. and Lazar Stefanovic scored 13 points each and UCLA defeated Boston University 71-40 on Monday night.
401722340,Nemeiksa scores 18 as Hawaii takes down Pacific 76-66 at Rainbow Classic,Gytis Nemeiksa's 18 points off of the bench helped lead Hawaii to a 76-66 victory over Pacific on Monday night at the Rainbow Classic.
401706963,"Bill Self becomes winningest coach in Kansas history, Jayhawks beat Michigan State 77-69",Hunter Dickinson scored 28 points and Bill Self became the winningest coach in Kansas history as the top-ranked Jayhawks pulled away from Michigan State for a 77-69 victory in the Champions Classic on Tuesday night.
401706883,"Oweh's big plays give Mark Pope his first big win for No. 19 Kentucky, beating No. 6 Duke 77-72","Otega Oweh knocked down four free throws in the final 10.3 seconds and No. 19 Kentucky claimed the first big win of Mark Pope’s coaching tenure, knocking off No. 6 Duke 77-72 in the Champions Classic on Tuesday night."
401726427,No. 12 Baylor has 7 players in double figures in 104-67 win over Sam Houston,Jayden Nunn had 19 points with five 3-pointers to lead seven Baylor players scoring in double figures and the 12th-ranked Bears won their home opener 104-67 over Sam Houston on Tuesday night.
401715319,Padilla helps No. 24 Mississippi beat South Alabama 64-54,Sean Padilla 19 of his 27 points in the first half and No. 24 Mississippi used a 9-0 surge in the final two minutes to beat South Alabama 64-54 on Tuesday night.
401721789,No headline found,No description found
401700399,"Fleming scores 19, Brown 18 to lead Saint Joseph's past Villanova 83-76",Rasheer Fleming's 19 points helped Saint Joseph's defeat Villanova 83-76 on Tuesday night.
401727098,No headline found,No description found
401723748,No headline found,No description found
401727501,Zilinskas scores 27 as IUPUI defeats Goshen 97-55,Paul Zilinskas scored 27 points as IUPUI beat Goshen 97-55 on Tuesday night.
401715533,Providence defeats Hampton 60-51,Jayden Pierre and Joseph Bensley scored 13 points as Providence beat Hampton 60-51 on Tuesday night.
401700389,McKeithan scores 25 as La Salle downs Cornell 93-77,Corey McKeithan's 25 points helped La Salle defeat Cornell 93-77 on Tuesday night.
401727417,No headline found,No description found
401727295,Manhattan secures 88-71 win against Mercy,Shaquil Bender scored 28 points as Manhattan beat Mercy 88-71 on Tuesday night.
401727058,No headline found,No description found
401723759,No headline found,No description found
401723713,No headline found,No description found
401722608,Taylor scores 22 as SIU-Edwardsville defeats Indiana State 77-72,Ray'Sean Taylor had 22 points in SIU-Edwardsville's 77-72 win against Indiana State on Tuesday night.
401722317,Moss' 23 lead Radford over Old Dominion 87-75,Jarvis Moss' 23 points helped Radford defeat Old Dominion 87-75 on Tuesday night.
401722286,Stanford scores 23 in Temple's 69-61 win over Drexel,Zion Stanford had 23 points in Temple's 69-61 victory against Drexel on Tuesday night.
401722281,Reid's 16 lead South Florida past UAPB 85-69,Jayden Reid's 16 points helped South Florida defeat UAPB 85-69 on Tuesday night.
401722195,Walker's 24 help East Carolina take down Mount Olive 110-73,C.J. Walker scored 24 points as East Carolina beat Mount Olive 110-73 on Tuesday night.
401722095,Fairfield defeats New Hampshire 62-56,Jamie Bergens and Prophet Johnson scored 12 points each to help Fairfield defeat New Hampshire 62-56 on Tuesday night.
401722033,Bello scores 31 as Purdue Fort Wayne knocks off Bethune-Cookman 91-69,Rasheed Bello's 31 points led Purdue Fort Wayne over Bethune-Cookman 91-69 on Tuesday night.
401721980,Egbuniwe scores 18 as Tennessee Tech takes down West Georgia 76-73,Daniel Egbuniwe scored 18 points as Tennessee Tech beat West Georgia 76-73 on Tuesday night.
401721788,Stiemke scores 15 as Loyola (Md.) beats NJIT 68-50,Jordan Stiemke scored 15 points off of the bench to help lead Loyola (Md.) past NJIT 68-50 on Tuesday night.
401721677,Columbia wins 76-75 against Lehigh,"Geronimo Rubio De La Rosa scored 24 points, Avery Brown made a go-ahead free throw with 0.8 seconds left and intentionally missed the second as Columbia beat Lehigh 76-75 on Tuesday night."
401721676,Williams and Lafayette defeat Pennsylvania 65-63,"Caleb Williams scored 17 points, Mark Butler made two free throws in the closing seconds and Lafayette took down Pennsylvania 65-63 on Tuesday night."
401721051,Northern Illinois defeats Monmouth 79-66,Quentin Jones had 22 points in Northern Illinois' 79-66 victory against Monmouth on Tuesday night.
401721043,Miami (OH) defeats Maryland-Eastern Shore 88-70,Eian Elmer's 24 points helped Miami (Ohio) defeat Maryland-Eastern Shore 88-70 on Tuesday night.
401720584,Shoats scores 18 as Siena knocks off American 74-66,Justice Shoats scored 18 points off of the bench to help lead Siena over American 74-66 on Tuesday night.
401720456,High Point knocks off North Carolina Central 76-60,Kezza Giffa scored 26 points as High Point beat North Carolina Central 76-60 on Tuesday night.
401718709,Decker scores 18 as Liberty beats Carolina University 81-45,Brett Decker Jr.'s 18 points off of the bench helped Liberty to an 81-45 victory against Carolina University on Tuesday night.
401718449,"House scores 21 off the bench, Rhode Island knocks off Franklin Pierce 105-73",Jaden House scored 21 points off of the bench to help lead Rhode Island past Franklin Pierce 105-73 on Tuesday night.
401718137,Buchanan scores 20 as George Washington downs N.C. A&T 85-80,Darren Buchanan Jr.'s 20 points and 11 rebounds helped George Washington defeat N.C. A&T 85-80 on Tuesday night.
401716867,Johnson's 23 lead Fordham over Binghamton 78-63,Jackie Johnson III had 23 points in Fordham's 78-63 win over Binghamton on Tuesday night.
401715653,Florida State goes to 3-0 with 72-52 win over Tarleton State,Florida State spread the minutes and the scoring around as the Seminoles pulled away from Tarleton State 72-52 on Tuesday night.
401715645,"Hall scores 25, Ivy-Curry 22 and Johnson 21; UCF beats Florida Atlantic 100-94","Keyshawn Hall scored 20 of his 26 points in the second half, Jordan Ivy-Curry finished with 22 points and Darius Johnson added 21 Tuesday night to help UCF beat Florida Atlantic 100-94."
401715415,"Penn State opens its season with third-straight rout, beats St. Francis (Pa.) 92-62","Puff Johnson scored 20 points, Ace Baldwin Jr. added 16 and Penn State rolled to a 92-62 victory over St. Francis (Pa.) on Tuesday night."
401715399,Martinelli scores 27 points to lead Northwestern past UIC 83-74,Nick Martinelli continued his scoring run with 27 points on 10-for-14 shooting and Northwestern beat Illinois-Chicago 83-74 on Tuesday night.
401715328,Murray-Boyles scores 27 points in 80-54 win over Towson,"Collin Murray-Boyles scored 27 points, was a rebound shy of a double-double and led South Carolina to an 80-54 win over Towson on Tuesday night."
401711745,"RJ Godfrey scores 21 with 11 rebounds, Georgia beats North Florida 90-77 at Peach State Classic",Clemson transfer RJ Godfrey scored 21 points on 8-of-11 shooting and grabbed 11 rebounds and Silas Demary Jr. added 17 points to help Georgia beat North Florida 90-77 Tuesday night at the Peach State Classic.
401706893,"Syracuse holds off Colgate 74-72 behind Lampkin's 15 points, 12 rebounds","Eddie Lampkin Jr. scored 15 points, grabbed 12 rebounds and had five assists to help Syracuse beat Colgate 74-72 on Tuesday night."
401706157,Rider wins 90-79 over Navy,Jay Alvarez's 19 points helped Rider defeat Navy 90-79 on Tuesday night.
401706156,Lane's 14 lead Delaware past Iona 64-58,Niels Lane and Tahron Allen each scored 14 points to help Delaware defeat Iona 64-58 on Tuesday night.
401700419,"Hunter, Lakhin, score 19 apiece and Clemson tops EKU 75-62 in first-ever meeting",Chase Hunter and Viktor Lakhin each scored 19 points with Lakhin grabbing 12 rebounds and Clemson beat Eastern Kentucky 75-62 on Tuesday night.
401727834,"Lamar scores 17, SFA beats LeTourneau 87-68",Keith Lamar's 17 points helped SFA defeat LeTourneau 87-68 on Tuesday night.
401727492,No headline found,No description found
401715668,Baye Ndongo has 19 points and 11 rebounds to help Georgia Tech beat Texas Southern 81-62,"Baye Ndongo had 19 points and 11 rebounds, Naithan George added 16 points and six assists and Georgia Tech beat Texas Southern 81-62 on Tuesday night."
401714989,"Josh Hubbard scores 23 points, Mississippi State beats SE Louisiana 80-59",Josh Hubbard hit four 3-pointers and scored 23 points on 8-of-14 shooting Tuesday night to help Mississippi State beat Southeastern Louisiana 80-59.
401727073,No headline found,No description found
401726437,Lander scores 23 as Western Kentucky beats Campbellsville 104-76,Khristian Lander's 23 points off of the bench helped Western Kentucky to a 104-76 victory against Campbellsville on Tuesday night.
401725373,"Tanner scores 18, Abilene Christian beats McMurry 101-55",Colby Tanner had 18 points in Abilene Christian's 101-55 victory against McMurry on Tuesday night.
401724532,"Todd has 17, Arkansas State knocks off Little Rock 80-63",Taryn Todd's 17 points helped Arkansas State defeat Little Rock 80-63 on Tuesday night.
401724521,"Arnett scores 19, Cleveland State beats Valparaiso 75-67",Dylan Arnett had 19 points in Cleveland State's 75-67 victory over Valparaiso on Tuesday night.
401722278,Rice wins 66-50 against UL Monroe,Alem Huseinovic's 15 points helped Rice defeat Louisiana-Monroe 66-50 on Tuesday night.
401721060,"Banks scores 23, Illinois State beats Ohio 85-75",Dalton Banks had 23 points in Illinois State's 85-75 win over Ohio on Tuesday night.
401719368,Hawthorne's 24 help Northern Colorado knock off Colorado Christian 113-56,Isaiah Hawthorne's 24 points helped Northern Colorado defeat Colorado Christian 113-56 on Tuesday night.
401716155,Deen scores 22 as Bradley defeats UTSA 85-72,Duke Deen's 22 points helped Bradley defeat UTSA 85-72 on Tuesday.
401716113,Incarnate Word holds off Prairie View A&M 84-81,Jordan Pyke and Dylan Hayman had 20 points each and Incarnate Word held off Prairie View A&M in a 84-81 win Tuesday night.
401715346,Johnson leads five Longhorns in double figures in 105-58 win over Chicago State,Tre Johnson scored 19 points to lead five Longhorns in double figures and Texas rolled to a 105-58 win over Chicago State on Tuesday night.
401711683,Pierre and Belmont defeat Lipscomb 80-79,Jonathan Pierre led Belmont with 20 points and Isaiah Walker secured the victory when he converted a three-point play with three seconds left as the Bruins knocked off Lipscomb 80-79 on Tuesday night.
401706982,"Reynolds, White combine for 33 points to lead TCU over Texas State 76-71","Noah Reynolds scored 17 points, Trazarien White added 16 and TCU beat Texas State 76-71 on Tuesday night."
401725792,"Sykes scores 12, Southern Utah knocks off Bethesda (CA) 107-54",Xavier Sykes had 12 points in Southern Utah's 107-54 win against Bethesda (CA) on Tuesday night.
401715623,No headline found,No description found
401726433,No headline found,No description found
401722409,Johnson's 22 lead UC Davis past Menlo 80-70,TY Johnson scored 22 points as UC Davis beat Menlo 80-70 on Tuesday night.
401722223,Lake's 19 lead Colorado State past Denver 74-65,Jalen Lake had 19 points in Colorado State's 74-65 win against Denver on Tuesday.
401722216,Buchanan scores 16 as Boise State knocks off Corban 100-65,Javan Buchanan scored 16 points off of the bench to help lead Boise State past Corban 100-65 on Tuesday.
401720747,"Dent scores 25, New Mexico beats Texas A&M-Corpus Christi 100-81",Donovan Dent had 25 points and 10 assists in New Mexico's 100-81 win against Texas A&M-Corpus Christi on Tuesday night.
401715380,"Josh Dix scores 23 to lead 5 Iowa players in double figures, Hawkeyes beat South Dakota",Josh Dix made 5 of 6 from 3-point range and finished with 23 points on 8-of-10 shooting to lead five Iowa players scoring in double figures Tuesday night and helped the Hawkeyes beat South Dakota 96-77.
401711704,"Utes sink 14 more 3-pointers, beat Queens University 96-65","Gabe Madsen scored 24 points, Mike Sharavjamts added 19 and Utah pulled away in the second half to beat Queens University 96-65 on Tuesday night."
401725382,"Hargress scores 25, UC Riverside knocks off Cal Baptist 70-69",Barrington Hargress had 25 points in UC Riverside's 70-69 victory against Cal Baptist on Tuesday.
401722264,"Davis, Gwath and McKinney score 16 to lead San Diego State past Occidental 100-49","BJ Davis, Magoon Gwath and Wayne McKinney IIII each had 16 points in San Diego State's 100-49 win over Occidental on Tuesday."
401720943,"Lewis scores 18 off the bench, Saint Mary's (CA) downs Akron 87-68",Mikey Lewis scored 18 points off of the bench to lead Saint Mary's (CA) past Akron 87-68 on Tuesday.
401720879,UCSD wins 64-54 against Sacramento State,Aniwaniwa Tait-Jones scored 21 points as UCSD beat Sacramento State 64-54 on Tuesday.
401719649,Henderson scores 23 as Portland State beats San Diego 85-76,Jaylin Henderson's 23 points helped Portland State defeat San Diego 85-76 on Tuesday.
401715694,Raynaud's double-double send Stanford past Northern Arizona 90-64,Maxime Raynaud scored 22 points on 9-of-13 shooting and grabbed 11 rebounds and Stanford won its third straight in overwhelming fashion beating Northern Arizona 90-64 on Tuesday night.
401727831,No headline found,No description found
401721651,"Tracey scores 19, rallies Oregon from 13 down to beat Portland 80-70 in OT",Jadrian Tracey scored 19 points and Oregon scored the first 11 points in overtime to pull out an 80-70 win over Portland after erasing a 13-point second-half deficit on Tuesday night.
401715609,"Alex Karaban, Solo Ball help No. 3 UConn rout Le Moyne 90-49",Alex Karaban scored 11 of his 17 points in the first half and No. 3 UConn routed Le Moyne 90-49 on Wednesday night.
401714642,No headline found,No description found
401706948,No. 8 Houston routs Louisiana 91-45 to rebound after loss to No. 5 Auburn on Saturday,"Terrance Arceneaux had 14 points off the bench, Milos Uzan scored 13 points and No. 8 Houston routed Louisiana 91-45 on Wednesday night."
401715336,Milicic scores 18 points as No. 11 Tennessee beats Montana 92-57,"Igor Milicic Jr. had 18 points, 10 rebounds and five assists, and No. 11 Tennessee beat Montana 92-57 on Wednesday night."
401715450,"No. 14 Creighton routs Houston Christian 78-43, Greg McDermott becomes Bluejays' career wins leader","Ryan Kalkbrenner scored 16 points, Steven Ashworth added 13 and No. 14 Creighton blew out Houston Christian 78-43 on Wednesday night to make Greg McDermott the Bluejays' all-time coaching wins leader."
401727079,No headline found,No description found
401715592,No. 22 St. John's beats Wagner 66-45 for 1st win as a ranked team in nearly 10 years,Deivon Smith drained a 3-pointer midway through the second half to start an 18-0 spurt that propelled No. 22 St. John's past Wagner 66-45 on Wednesday night for its <a...
401720785,Briggs and Joshua each score 19 points and Albany tops Dartmouth 87-73,Kheni Briggs and Byron Joshua each scored 19 points as Albany beat Dartmouth 87-73 on Wednesday night.
401718417,Louisiana Tech wins 76-66 over UMass,Amaree Abram had 19 points in Louisiana Tech's 76-66 win over UMass on Wednesday.
401727262,Jack Campion sinks go-ahead jumper with 1.4 left and Southern Indiana defeats Bellarmine 71-69,Jayland Randall scored 21 points and Jack Campion sank a go-ahead jumper from the free-throw line with 1.4 seconds left to help Southern Indiana defeat Bellarmine 71-69 on Wednesday...
401727495,Johnson's 16 help Mercer take down Trinity Baptist 101-43,Tyler Johnson scored 16 points as Mercer beat Trinity Baptist 101-43 on Wednesday night.
401727414,No headline found,No description found
401727338,Harper scores 7 points in overtime to lift Howard over Tennessee State 88-84,Blake Harper scored seven of his 18 points in overtime to help Howard beat Tennessee State 88-84 on Wednesday night.
401726010,Gudmundsson scores 14 as Campbell defeats Newberry 83-40,Bragi Gudmundsson's 14 points off of the bench led Campbell to an 83-40 victory against Newberry on Wednesday night.
401724541,Jacksonville State defeats Georgia State 72-67,Jaron Pierre Jr. scored 27 points as Jacksonville State beat Georgia State 72-67 on Wednesday night.
401724535,Jayden Taylor scores 22 and NC State tops Coastal Carolina 82-70,Jayden Taylor scored 22 points and NC State defeated Coastal Carolina 82-70 on Wednesday night.
401721790,"Cordilia, Mount St. Mary's knock off Bucknell 93-89 in OT","Jedy Cordilia scored 22 points, including five in the second overtime, and Mount St. Mary's knocked off Bucknell 93-89 on Wednesday night."
401721679,No headline found,No description found
401721678,Williams scores 21 as Northeastern defeats Harvard 78-56,Ryan Williams scored 21 points off of the bench to help lead Northeastern past Harvard 78-56 on Wednesday night.
401721069,Toledo knocks off Wright State 86-77,Sonny Wilson scored 20 points as Toledo beat Wright State 86-77 on Wednesday night.
401720575,East Tennessee State knocks off Tusculum 82-54,Maki Johnson had 12 points in East Tennessee State's 82-54 win against Tusculum on Wednesday night.
401720479,Stewart scores 26 as Presbyterian takes down Wofford 71-68,Kobe Stewart had 26 points in Presbyterian's 71-68 win over Wofford on Wednesday night.
401719335,St. Bonaventure defeats FGCU 74-65,Chance Moore had 18 points in St. Bonaventure's 74-65 victory against FGCU on Wednesday night.
401718458,Graves' 23 lead Charlotte past Richmond 65-48,Nik Graves had 23 points in Charlotte's 65-48 win over Richmond on Wednesday night.
401718248,Cheeks puts up 23 as Dayton beats Ball State 77-69,Enoch Cheeks scored 23 points as Dayton beat Ball State 77-69 on Wednesday night.
401716877,Bonds' game-winner leads Central Michigan past George Mason 70-69 in wild finish,Anthony Pritchard led Central Michigan with 21 points and Damarion Bonds made a game-winning 3-pointer in the closing seconds as the Chippewas knocked off George Mason 70-69 on Wednesday night.
401715865,Longwood earns 76-62 victory against Milwaukee,Johan Nziemi's 16 points helped Longwood defeat Milwaukee 76-62 on Wednesday night.
